en,es,pt,fr,tr,title,speaker,duration,tags
"
											But even though we don't experience
quantum strangeness,
											we can see its very real
effects in action.
											You've seen the data for yourself.
											The quantum computer won
											because it harnessed
superposition and uncertainty,
											and these quantum properties are powerful,
											not just to win coin games,
											but also to build
future quantum technologies.
											So let me give you three examples
of potential applications
											that could change our lives.
									","
											Pero aun sin experimentar
esta rareza cuántica,
											podemos ver sus efectos reales en acción.
											Ya han visto los datos.
											La computadora cuántica ganó
											porque aprovechó la superposición
											y la incertidumbre.
											Estas propiedades cuánticas son poderosas
											no solo para ganar
en juegos de monedas,
											sino también para construir
futuras tecnologías cuánticas.
											Les daré tres ejemplos
de potenciales aplicaciones
											que podrían cambiar nuestras vidas.
									","
											Mas mesmo que não entendamos
a estranheza do quântico,
											vemos os seus efeitos em ação.
											Viram bem os dados?
											O computador quântico ganhou
											porque domina a sobreposição
e a incerteza
											e essas propriedades quânticas
são poderosas,
											não apenas para ganhar
jogos de moedas,
											mas para criar futuras
tecnologias quânticas.
											Vou dar-vos três exemplos
de possíveis aplicações
											que podem mudar a nossa vida.
									","
											Néanmoins, même si l'on ne vit pas
l'étrangeté quantique,
											nous pouvons en observer les effets réels.
											Vous avez vu les statistiques.
											L'ordinateur quantique a gagné
											car il a exploité
la superposition et l'incertitude.
											Et ces propriétés quantiques
sont puissantes,
											non seulement pour gagner
aux jeux de jetons,
											mais également pour construire
les technologies quantiques futures.
											Je vais vous donner trois exemples
d'applications potentielles
											qui pourraient bouleverser nos vies.
									","
											Kuantum garipliğini daha önce
tecrübe etmememize rağmen
											aksiyondaki çok gerçekçi 
etkisini görebiliriz.
											Kendiniz için olan dataları
gördünüz.
											Kuantum bilgisayar kazandı
											çünkü üst üste yapılan faaliyeti ve 
belirsizliği kontrolü altında tuttu
											ve bu kuantum özellikleri çok güçlü,
											sadece yazı tura oyununu 
kazanmak için değil
											aynı zamanda gelecek kuantum 
teknolojisini inşa etmek için de.
											Şimdi size hayatımızı değiştirecek
potansiyel uygulamalar hakkında
											üç örnek vereyim.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											First of all, quantum uncertainty
could be used to create private keys
											for encrypting messages
sent from one location to another
											so that hackers could not
secretly copy the key perfectly,
											because of quantum uncertainty.
											They would have to break
the laws of quantum physics
											to hack the key.
											So this kind of unbreakable encryption
is already being tested by banks
											and other institutions worldwide.
											Today, we use more than 17 billion
connected devices globally.
											Just imagine the impact quantum encryption
could have in the future.
									","
											En primer lugar, la incertidumbre cuántica
podría usarse para crear claves secretas
											para cifrar mensajes enviados 
de una ubicación a otra.
											Así, los piratas informáticos no podrían
copiar las claves a la perfección
											debido a la incertidumbre cuántica.
											Tendrían que romper
las leyes de la física cuántica
											para descifrar la clave.
											Este tipo de cifrado inquebrantable
ya está siendo testeado por bancos
											y otras instituciones en todo el mundo.
											Hoy, usamos más de 17 mil millones 
de dispositivos conectados globalmente.
											Imaginen el impacto que la criptografía 
cuántica podría tener en el futuro.
									","
											Primeiro, a incerteza quântica
pode ser usada para criar chaves privadas
											para codificar mensagens
enviadas de um local para outro
											de modo que os ""hackers"" não podem
copiar perfeitamente essa chave,
											por causa da incerteza quântica.
											Teriam de infringir
as leis da física quântica
											para piratearem a chave.
											Este tipo de codificação impenetrável
já está a ser testada pelos bancos
											e por outras instituições
em todo o mundo.
											Hoje, usamos mais de 17 mil milhões
de aparelhos interligados, mundialmente.
											Imaginem o impacto que a codificação
quântica pode ter no futuro.
									","
											Tout d'abord, l'incertitude quantique
pourrait servir à créer des clefs privées
											pour chiffrer des messages envoyés
d'un endroit à un autre
											sans que les hackers puissent
parfaitement copier la clef en secret,
											à cause de l'incertitude quantique.
											Ils auraient à briser les lois
de la physique quantique
											pour pirater la clef.
											Ce type de chiffrement indéchiffrable
est déjà testé par des banques
											et d'autres institutions du monde entier.
											De nos jours, plus de 17 milliards
d'appareils sont connectés dans le monde.
											Imaginez l'impact
que ce chiffrage pourrait avoir plus tard.
									","
											İlk olarak, kuantum belirsizliği 
bir merkezden diğer bir merkeze
											gönderilen mesajların kriptolanması 
için kişiye özel anahtar oluşturabilir.
											Bu durumda hackerlar,
kuantum belirsizliği nedeniyle
											gizlice anahtarları mükemmel 
bir şekilde kopyalayamazlar.
											Anahtarları kırmaları için, kuantum
fiziğinin kanunlarını 

											kırmaları gerekecektir.
											Bu tarz kırılamayan 
kriptolar bankalar ve
											diğer uluslararası kuruluşlar 
tarafından test edilmektedir.
											Bugün, dünya çapında 17 milyar 
birbirine bağlantılı cihaz kullanmaktayız.
											Sadece kuantum kriptolamasının 
gelecekte yapabileceği etkiyi hayal edin.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											Secondly, quantum technologies could also
transform health care and medicine.
											For example, the design and analysis
of molecules for drug development
											is a challenging problem today,
											and that's because
exactly describing and calculating
											all of the quantum properties
of all the atoms in the molecule
											is a computationally difficult task,
even for our supercomputers.
											But a quantum computer could do better,
											because it operates using
the same quantum properties
											as the molecule it's trying to simulate.
											So future large-scale quantum
simulations for drug development
											could perhaps lead to treatments
for diseases like Alzheimer's,
											which affects thousands of lives.
									","
											En segundo lugar, 
las tecnologías cuánticas
											también podrían transformar
la atención médica y la medicina.
											Por ejemplo, el diseño y el análisis de
moléculas para el desarrollo de fármacos
											hoy en día es un problema desafiante,
											porque calcular y describir exactamente
											todas las propiedades cuánticas
de todos los átomos en una molécula
											es una tarea computacionalmente difícil,
incluso para nuestras súper computadoras.
											Una computadora cuántica
lo podría hacer mejor,
											porque opera con las mismas
propiedades cuánticas
											que la molécula que tratar simular.
											Así que las futuras simulaciones
cuánticas a gran escala
											para el desarrollo farmacéutico
											podrían conducir a tratamientos
para enfermedades como el Alzheimer,
											que afectan a miles de vidas.
									","
											Segundo, as tecnologias quânticas
											também podem transformar
os cuidados de saúde e a medicina.
											Por exemplo, o ""design"" e a análise
de moléculas para o fabrico de fármacos
											é hoje um problema difícil
											porque descrever e calcular,
exatamente,
											todas as propriedades quânticas
de todos os átomos na molécula
											é uma tarefa de cálculo difícil
mesmo para um supercomputador.
											Mas um computador quântico
pode fazer melhor,
											porque funciona, usando
as mesmas propriedades quânticas
											que as moléculas que está
a tentar simular.
											Assim, as simulações quânticas
de grande escala
											para o desenvolvimento de medicamentos
											talvez possa levar a tratamentos
para doenças como a de Alzheimer,
											que afeta milhares de vidas.
									","
											Deuxièmement, les technologies quantiques
pourraient aussi transformer la médecine.
											Par exemple, la conception et l'analyse
de molécules pour créer des médicaments
											est un réel défi de nos jours
											car décrire exactement et calculer
											toutes les propriétés quantiques
de tous les atomes d'une molécule
											est une tâche informatiquement difficile,
même pour nos superordinateurs.
											Mais un ordinateur quantique
pourrait mieux faire,
											car il opère grâce
aux mêmes propriétés quantiques
											que celles de la molécule qu'il modélise.
											A l'avenir, les modélisations quantiques
à grande échelle de médicaments
											pourraient aboutir à des traitements
de maladies comme Alzheimer,
											qui affecte des milliers de vies.
									","
											İkinci olarak, kuantum teknolojisi sağlık 
ve ilaç kullanımını değiştirecektir.
											Örneğin, ilaç gelişimi için moleküllerin
dizayn ve analiz edilmesi
											bugün önemli bir problemdir
											ve bu yüzden moleküllerdeki tüm 
atomların kuantum özelliklerini tam
											olarak hesaplamak ve tanımlamak
											süper bilgisayarlar için bile gerçekten 
hesaplaması güç bir görevdir.
											Fakat kuantum bilgisayar daha 
iyisini yapabilir,
											çünkü simule etmeye çalıştıkları 
moleküller gibi
											aynı kuantum özellikleri 
kullanarak işlemektedir.
											İlaç gelişimi için gelecek geniş 
kapsamlı kuantum simülasyonları,
											binlerce hayatı etkileyen
Alzheimer gibi hastalıkların
											iyileşmesine yol açabilir.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											And thirdly, my favorite
quantum application
											is teleportation of information
from one location to another
											without physically transmitting
the information.
											Sounds like sci-fi, but it is possible,
											because these fluid identities
of the quantum particles
											can get entangled across space and time
											in such a way that when you change
something about one particle,
											it can impact the other,
											and that creates
a channel for teleportation.
											It's already been demonstrated
in research labs
											and could be part
of a future quantum internet.
											We don't have such a network as yet,
											but my team is working
on these possibilities,
											by simulating a quantum network
on a quantum computer.
											So we have designed and implemented
some interesting new protocols
											such as teleportation
among different users in the network
											and efficient data transmission
											and even secure voting.
									","
											Y en tercer lugar, mi aplicación
favorita de la cuántica
											es la teletransportación
de información de un lugar a otro
											sin transmitir físicamente la información.
											Suena a ciencia ficción, pero es posible
											porque estas identidades fluidas
de las partículas cuánticas
											pueden enredarse
en el espacio y el tiempo
											de manera que un cambio en una partícula,
											puede afectar a la otra,
											y eso crea un canal 
para la teletransportación.
											Ya ha sido demostrado en
laboratorios de investigación
											y podría ser parte de un
futuro internet cuántico.
											Aún no tenemos una red cuántica,
											pero mi equipo está trabajando
en estas posibilidades,
											simulando una red cuántica
en una computadora cuántica.
											Hemos diseñado e implementado
algunos nuevos e interesantes protocolos
											como la teletransportación
entre diferentes usuarios en la red,
											la transmisión eficiente de datos
											e incluso el voto seguro.
									","
											Terceiro, a aplicação quântica 
que eu prefiro,
											é o teletransporte de informações
de um local para outro,
											sem transmitir fisicamente
essas informações.
											Parece ficção científica, mas é possível,
											porque essas identidades fluidas
das partículas quânticas
											podem emaranhar-se
no espaço e no tempo
											de uma forma que, quando mudamos
qualquer coisa numa partícula,
											ela pode causar impacto noutra
											e isso cria um canal
para o teletransporte.
											Já ficou demonstrado
em laboratórios de investigação
											e pode fazer parte
de uma futura Internet quântica.
											Ainda não temos uma rede dessas,
											mas a minha equipa está a trabalhar
nessas possibilidades,
											simulando uma rede quântica
num computador quântico.
											Concebemos e implementámos
novos protocolos interessantes
											como o teletransporte entre vários
utilizadores na rede
											e uma eficaz transmissão de dados,
											e até mesmo a segurança nas votações.
									","
											Et troisièmement,
mon application quantique favorite
											est la téléportation d'information
d'un endroit à un autre
											sans la transmettre physiquement.
											Cela ressemble à de la science-fiction
mais c'est possible,
											car les identités fluides
des particules quantiques
											peuvent être enchevêtrées
à travers l'espace-temps
											de manière à ce qu'en changeant
quelque chose sur une particule,
											cela ait un impact sur l'autre
											et cela ouvre la voie à la téléportation.
											Cela a déjà été montré
dans des labos de recherche
											et pourrait faire partie
d'un futur Internet quantique.
											Nous n'avons pas encore de tel réseau
											mais mon équipe travaille
sur ces possibilités
											en simulant un réseau quantique
sur un ordinateur quantique.
											Nous avons donc conçu et implémenté
quelques nouveaux protocoles intéressants
											comme la téléportation parmi
différents utilisateurs du réseau,
											une transmission de données efficace
											et même un vote sécurisé.
									","
											Üçüncü olarak, benim favorim olan 
kuantum uygulaması ise
											fiziksel olarak bilgiyi transfer
etmeden
											bilginin bir yerden diğer bir yere
ışınlanması uygulamasıdır.
											Bilim kurgu gibi geliyor fakat
bu mümkün,
											çünkü bu kuantum parçacıklarının 
bu değişken yapısı
											uzay ve zaman boyunca 
bir şekilde birbirine kenetlenebilir,
											bir parçacık ile ilgili 
bir değişiklik yaptığınızda
											bu diğerini de etkileyebilir
											ve bu ışınlanma için bir kanal
oluşturabilir.
											Bu zaten laboratuvar ortamında 
gerçekleştirildi
											ve ileride kuantum internetinin
bir parçası olabilir.
											Henüz böyle bir ağa sahip değiliz,
											fakat benim takımım kuantum
ağını kuantum bilgisayarda
											simüle ederek bu olasılıklar 
hakkında çalışıyor,
											Ağ üzerindeki farklı kullanıcılar
arasında ışınlanma ,
											yeterli data transferi
											ve hatta güvenli oylama gibi
											bazı ilginç yeni protokolleri 
dizayn edip uyguluyoruz.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											So it's a lot of fun for me,
being a quantum physicist.
											I highly recommend it.
									","
											Así que ser física cuántica
es muy divertido para mí.
											Lo recomiendo inmensamente.
									","
											Para mim, que sou física quântica,
é muito divertido.
											Recomendo-o fortemente.
									","
											Je m'amuse beaucoup
en tant que physicienne du quantique.
											Je vous le recommande.
									","
											Yani, kuantum fizikçisi olmak 
benim için çok eğlenceli bir şey.
											Bunu çok fazla tavsiye ederim.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşme)
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											We get to be explorers
in a quantum wonderland.
											Who knows what applications
we will discover next.
											We must tread carefully and responsibly
											as we build our quantum future.
											And for me, personally,
											I don't see quantum physics as a tool
just to build quantum computers.
											I see quantum computers as a way
for us to probe the mysteries of nature
											and reveal more about this hidden world
outside of our experiences.
											How amazing that we humans,
											with our relatively limited
access to the universe,
											can still see far beyond our horizons
											just using our imagination
and our ingenuity.
											And the universe rewards us
											by showing us how incredibly
interesting and surprising it is.
									","
											Somos exploradores del país
de las maravillas cuánticas.
											Quién sabe qué aplicaciones 
descubriremos luego.
											Debemos pisar con cuidado
y ser responsables,
											a medida que construimos 
nuestro futuro cuántico.
											Personalmente, no veo la física cuántica
											como una mera herramienta
para construir computadoras cuánticas.
											Veo las computadoras cuánticas
											como un medio para explorar
los misterios de la naturaleza
											y revelar más acerca de este mundo oculto
más allá de nuestras experiencias.
											Es increíble que nosotros los humanos,
											con el acceso relativamente
limitado al universo que tenemos,
											seamos capaces de ver
más allá de nuestro horizontes
											tan solo con la imaginación y el ingenio.
											Y el universo nos recompensa
											mostrándonos lo increíblemente
interesante y sorprendente que es.
									","
											Acabamos como exploradores
de um mundo quântico maravilhoso.
											Quem sabe que aplicações
descobriremos a seguir.
											Temos de caminhar com cautela
e responsabilidade
											à medida que construímos
o futuro quântico.
											Para mim, pessoalmente,
											não vejo a física quântica
											como um mero instrumento
só para criar computadores quânticos.
											Vejo os computadores quânticos
											como uma forma de sondar
os mistérios da Natureza
											e revelar mais sobre este mundo oculto
que nunca experimentámos.
											Como é espantoso que nós,
os seres humanos,
											com o nosso acesso ao universo,
relativamente limitado,
											ainda possamos ver para além
dos nossos horizontes
											usando apenas a nossa imaginação
e o nosso engenho.
											O universo recompensa-nos
											mostrando-nos como é
incrivelmente interessante
											e surpreendente.
									","
											Nous sommes les explorateurs
d'un pays des merveilles quantique.
											Qui sait quelles applications
nous découvrirons à l'avenir.
											Nous devons avancer prudemment
et de manière responsable
											en construisant notre avenir quantique.
											Et pour moi, personnellement,
											la physique quantique n'est pas un outil
pour fabriquer des ordinateurs quantiques.
											Je vois ces ordinateurs comme une façon
de sonder les mystères de la nature
											et d'en révéler plus sur ce monde caché
au-delà de ce que l'on vit.
											Il est stupéfiant que nous, humains,
											avec notre accès à l'univers
relativement limité,
											puissions tout de même voir
au-delà de nos horizons
											seulement grâce à notre imagination
et notre ingéniosité.
											Et l'univers nous récompense
											en nous montrant à quel point
il est intéressant et surprenant.
									","
											Biz kuantum harikalar diyarında
kaşif olmak için yol alıyoruz.
											Yakında hangi uygulamayı 
bulacağımızı kim bilebilir.
											Kuantum geleceğini inşa ederken;
											dikkatli ve sorumlu 
davranmak zorundayız.
											Benim açımdan şahsen
											kuantum fiziğini sadece kuantum bilgisayar
yapmak için bir araç olarak görmüyorum.
											Kuantum bilgisayarları, bizim için, 
geleceğin gizemini araştırmak ve
											bizim tecrübelerimiz dışında kalan
bu gizli dünya hakkında daha
											fazla şey ortaya çıkartacak 
bir yol olarak görüyorum.
											Biz insanlar ne kadar hayret vericiyiz,
											evrene nispeten kısıtlı 
erişimimiz ile
											sadece hayal gücümüzü ve 
becerimizi kullanarak
											kendi ufkumuzdan çok ötesini
görebilmekteyiz.
											Evren bizi, ne kadar inanılmaz
derecede ilginç ve sürprizlerle
											dolu olduğunu göstererek 
ödüllendirmektedir.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											The future is fundamentally uncertain,
											and to me, that is certainly exciting.
									","
											El futuro es fundamentalmente incierto,
											y eso para mí es ciertamente emocionante.
									","
											O futuro é fundamentalmente incerto
											e, para mim,
isso é certamente emocionante.
									","
											L'avenir est fondamentalement incertain,
											et cela, à mes yeux,
est certainement passionnant.
									","
											Gelecek temel olarak belirsizdir
											ve bu bizi kesinlikle 
heyecanlandırmaktadır.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Merci.
									","
											Teşekkür ederim.
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
"
","
","
","
","
",A beginner's guide to quantum computing,Shohini Ghose,10:04,"TED Fellows,quantum physics,computers,science,future,technology,innovation,invention,encryption,physics,medicine,nature,exploration"
