pt,tr,en,fr,de,title,speaker,duration,tags
"
											Mas a razão por que estou interessado
											na transição do campo de Higgs
											é porque eu quero abordar a questão:
											""Por que é que a massa do bosão de Higgs 
é tão especial?""
											""Por que é exatamente o que é necessário 
para manter o universo
											""à beira de uma fase de transição?""
											Os físicos teóricos perguntam sempre ""porquê"".
											Mais do que como funciona um fenómeno,
											os físicos teóricos estão sempre interessados em
											por que é que um fenómeno funciona 
da forma que ele funciona.
											Nós pensamos que estas perguntas do ""porquê"",
											podem dar-nos pistas
											sobre os princípios fundamentais da Natureza.
											E, de facto, uma possível resposta 
para a minha pergunta
											abre novos universos, literalmente.
											Foi especulado que o nosso universo
											é só uma bolha num multiverso-espuma
											composto por uma infinidade de bolhas,
											e que cada bolha é um universo diferente
											com diferentes constantes fundamentais
											e diferentes leis da física.
											E neste contexto, apenas se pode falar sobre
											a probabilidade de encontrar 
um determinado valor da massa de Higgs.
											Então a chave para o mistério
											poderia residir nas propriedades estatísticas
											do multiverso.
											Seria algo como o que acontece
											com as dunas de areia numa praia.
											Em princípio, poderiam imaginar 
encontrar dunas de areia
											de qualquer ângulo de inclinação numa praia,
											e no entanto, os ângulos de inclinação 
das dunas de areia
											normalmente são cerca de 30 a 35 graus.
											E a razão é simples:
											porque o vento empilha a areia, 
a gravidade a faz cair.
											Como resultado, a grande maioria 
das dunas de areia
											tem ângulos de inclinação 
em torno do valor crítico,
											perto do colapso.
											E pode acontecer algo semelhante
											para a massa do bosão Higgs no multiverso.
											Na maioria dos universos-bolha,
											a massa do Higgs pode estar em torno 
do valor crítico,
											próximo de um colapso cósmico 
do campo de Higgs,
											por causa de dois efeitos concorrentes,
											tal como no caso da areia.
									","
											Ama Higgs alanının faz geçişiyle
											ilgilenmemin sebebi
											şu soruyu ele almak:
											Higgs bozonunun kütlesi neden bu kadar özel?
											Neden evreni tam da bir faz geçişinin
											eşiğinde bırakacak kadar doğru değerde?
											Teorik fizikçiler her zaman &amp;quot;neden&amp;quot; sorusunu sorarlar.
											Bir fenomenin nasıl çalıştığından çok,
											teorik fizikçiler daima bir fenomenin neden
											çalıştığı şekilde çalıştığıyla ilgilenirler.
											Bu &amp;quot;neden&amp;quot; sorularının bize
											doğanın temel prensipleri
											hakkında ipuçları verebileceğini düşünürüz.
											Ve gerçekten de, sorumun olası bir cevabı,
											bizi gerçek anlamda yeni evrenlere açabilir.
											Bizim evrenimizin, çok sayıda kabarcıktan
											meydana gelen sabunumsu bir çoklu evren
											içindeki bir evrenden ibaret olduğuna
											ve her bir kabarcığın farklı temel sabitler
											ve farklı fizik kanunlarına sahip farklı bir evren
											olduğuna dair düşünceler mevcut.
											Bu bağlamda, Higgs kütlesinin ancak
											belirli bir değerinin bulunma olasılığından bahsedebilirsiniz.
											O zaman bu gizemin anahtarı
											çoklu evrenin istatistiksel özelliklerinde
											yatıyor olabilir.
											Bu, kumsalda kum tepelerine olanlara
											benzer bir şey olabilir.
											Prensipte, bir kumsaldaki herhangi bir eğim açısında
											kum tepeleri bulmayı hayal edebilirsiniz,
											ama yine de, kum tepelerinin eğim açısı
											genelde 30, 35 derece civarındadır.
											Ve nedeni çok basit:
											rüzgar tepeyi oluşturur, yer çekimi çökmesini sağlar.
											Sonuç olarak, kum tepelerinin büyük çoğunluğu
											kritik değerin civarında bir eğim açısına sahiptir,
											çökmeye yakındır.
											Ve bunun benzeri bir şey de,
											çoklu evrende Higgs bozonu kütlesi için olabilir.
											Kabarcık evrenlerin büyük çoğunluğunda,
											Higgs kütlesi kritik değerin yakınında,
											Higgs alanının kozmik çöküşüne yakın bir değerde olabilir,
											hem de aynı kum örneğinde olduğu gibi,
											birbiriyle yarışan iki farklı etki yüzünden.
									","
											But the reason why I am interested
											in the transition of the Higgs field
											is because I want to address the question,
											why is the Higgs boson mass so special?
											Why is it just right to keep the universe
											at the edge of a phase transition?
											Theoretical physicists always ask ""why"" questions.
											More than how a phenomenon works,
											theoretical physicists are always interested in
											why a phenomenon works in the way it works.
											We think that this these ""why"" questions
											can give us clues
											about the fundamental principles of nature.
											And indeed, a possible answer to my question
											opens up new universes, literally.
											It has been speculated that our universe
											is only a bubble in a soapy multiverse
											made out of a multitude of bubbles,
											and each bubble is a different universe
											with different fundamental constants
											and different physical laws.
											And in this context, you can only talk about
											the probability of finding a certain value of the Higgs mass.
											Then the key to the mystery
											could lie in the statistical properties
											of the multiverse.
											It would be something like what happens
											with sand dunes on a beach.
											In principle, you could imagine to find sand dunes
											of any slope angle in a beach,
											and yet, the slope angles of sand dunes
											are typically around 30, 35 degrees.
											And the reason is simple:
											because wind builds up the sand, gravity makes it fall.
											As a result, the vast majority of sand dunes
											have slope angles around the critical value,
											near to collapse.
											And something similar could happen
											for the Higgs boson mass in the multiverse.
											In the majority of bubble universes,
											the Higgs mass could be around the critical value,
											near to a cosmic collapse of the Higgs field,
											because of two competing effects,
											just as in the case of sand.
									","
											Mais la raison pour laquelle je m'intéresse
											à la transition du champ de Higgs,
											c'est que je veux examiner cette question :
											pourquoi la masse du boson de Higgs 
est-elle si spéciale ?
											Pourquoi est-elle juste parfaite
pour garder l'univers
											à la limite d'une transition de phase ?
											Les physiciens théoriciens
se demandent toujours ""pourquoi ?""
											Plutôt que ""comment""
un phénomène fonctionne,
											les physiciens théoriciens
s'intéressent toujours
											à pourquoi un phénomène fonctionne 
de cette manière.
											Nous pensons que ces ""pourquoi""
											peuvent nous donner des indices
											concernant les principes fondamentaux
de la nature.
											Et en effet,
une réponse possible à ma question
											ouvre de nouveaux univers, littéralement.
											Il a été imaginé que notre univers
											était juste une bulle
dans un multivers savonneux
											fait d'une multitude de bulles,
											et que chaque bulle était un univers différent,
											avec des constantes fondamentales différentes,
											et des lois physiques différentes.
											Dans ce contexte,
on peut seulement parler
											de la probabilité de trouver 
une certaine valeur à la masse de Higgs.
											Ainsi la clé du mystère
											pourrait résider
dans les propriétés statistiques
											du multivers.
											Ce serait quelque chose de similaire
à ce qui se passe
											avec les dunes de sable sur une plage.
											En principe, on pourrait imaginer
trouver des dunes de sable
											avec des pentes de n'importe quel angle
sur une plage,
											et pourtant,
l'angle d'inclinaison des dunes de sable
											tourne habituellement
autour de 30 à 35 degrés.
											Et la raison en est simple :
											le vent entasse le sable,
la gravité le fait retomber.
											Par conséquent, 
la grande majorité des dunes de sable
											a un angle d'inclinaison 
qui tourne autour de la valeur critique
											proche de l'écroulement.
											Il pourrait se passer
quelque chose de similaire
											pour la masse du boson de Higgs
dans le multivers.
											Dans la majorité des bulles d'univers,
											la masse de Higgs pourrait être égale 
à une valeur critique
											proche d'un effondrement cosmique 
du champ de Higgs,
											à cause de deux effets en concurrence,
											exactement comme dans le cas du sable.
									","
											Die Übergang des Higgs-Felds
											interessiert mich deshalb so sehr,
											weil ich die Frage aufwerfen möchte,
											was die Higgs-Boson-Masse 
so besonders macht?
											Warum sie gerade richtig ist, 
um das Universum
											an der Grenze zum Phasenübergang 
zu halten?
											Theoretische Physiker fragen 
immer ""Warum?"".
											Mehr noch wie ein Phänomen funktioniert,
											interessiert theroetische Physiker immer,
											""warum"" es funktioniert, 
""wie"" es funktioniert.
											Wir glauben, dass uns diese ""Warum""-Fragen
											Hinweise über
											die grundlegenden Prinzipien der Natur 
geben können.
											Denn eine mögliche Antwort auf meine Frage
											eröffnet buchstäblich neue Universen.
											Es wird spekuliert, dass unser Universum
											nur eine Blase 
in einem seifigen Multiversum ist,
											das aus Millionen von Blasen besteht,
											und jede Blase ist ein anderes Universum
											mit anderen fundamentalen Konstanten
											und anderen physikalischen Gesetzen.
											In diesem Kontext kann man nur 
Aussagen darüber treffen,
											wie wahrscheinlich ein 
bestimmter Wert des Higgs-Bosons ist.
											Dann könnte des Rätsels Lösung
											in den statistischen Eigenschaften
											des Multiversums liegen.
											Es würde so sein
											wie mit den Sanddünen am Strand.
											Im Prinzip ist es vorstellbar,
											Sanddünen in beliebigen Neigungswinkeln 
am Strand zu finden,
											doch betragen die Neigungswinkel von Dünen
											üblicherweise etwa 30-35°.
											Der Grund dafür ist einfach:
											Wind baut den Sand auf, 
die Schwerkraft lässt ihn sinken.
											Demzufolge haben die meisten Dünen
											eine Neigung um den kritischen Wert,
											nahe am Einsturz.
											Etwas Ähnliches könnte
											mit der Higgs-Bosson-Masse 
im Multiversum geschehen.
											Bei der Mehrheit der Blasen-Universen
											könnte die Higgs-Masse 
um den kritischen Wert liegen,
											nahe am kosmischen Kollaps 
des Higgs-Feldes,
											und das aufgrund 
zweier konkurrierender Effekte,
											wie bei Sand.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											A minha história não tem fim,
											porque ainda não sabemos o final da história.
											Isto é a ciência em progresso,
											e para resolver o mistério, 
precisamos de mais dados
											e espero que o GCH adicione novas pistas em breve
											para esta história.
											Um único número, a massa do bosão de Higgs,
											e contudo, deste número aprendemos tanto.
											Parti de uma hipótese, 
que as partículas conhecidas
											são tudo o que existe no universo,
											mesmo para além do domínio explorado até agora.
											Com isso, descobrimos que o campo de Higgs
											que permeia o espaço-tempo pode estar sobre
											o fio da navalha, pronto para o colapso cósmico,
											e descobrimos que esta pode ser uma dica
											de que o nosso universo é apenas 
um grão de areia
											numa praia gigante, o multiverso.
									","
											Hikayemin bir sonu yok,
											çünkü hikayenin sonunu hala bilmiyoruz.
											Bu, bilimin devam eden bir alanı
											ve gizemi çözmek için, daha fazla veriye ihtiyacımız var,
											ve umuyorum ki, LHC yakında bu hikayeye yeni
											ipuçları ekleyecek.
											Sadece bir sayı, Higgs bozonu kütlesi,
											ama yine de, bu sayıdan çok şey öğrendik.
											Bir hipotezle başladım, bilinen parçacıkların
											evrenin keşfettiğimiz sınırlarının ötesinde bile
											var olan tek parçacıklar olduğu hipotezinden.
											Buna dayanarak, uzay-zamana sızan
											Higgs alanının bıçak sırtında konumlanmış,
											kozmik çöküşe hazır durumda olabileceğini keşfettik,
											ve bunun, evrenimizin çoklu evren gibi koca bir
											kumsaldaki bir kum taneciği olabileceği yönünde
											bir ipucu olabileceğini keşfettik.
									","
											My story does not have an end,
											because we still don't know the end of the story.
											This is science in progress,
											and to solve the mystery, we need more data,
											and hopefully, the LHC will soon add new clues
											to this story.
											Just one number, the Higgs boson mass,
											and yet, out of this number we learn so much.
											I started from a hypothesis, that the known particles
											are all there is in the universe,
											even beyond the domain explored so far.
											From this, we discovered that the Higgs field
											that permeates space-time may be standing
											on a knife edge, ready for cosmic collapse,
											and we discovered that this may be a hint
											that our universe is only a grain of sand
											in a giant beach, the multiverse.
									","
											Mon histoire n'a pas de conclusion,
											parce que nous ne connaissons toujours pas 
la fin de l'histoire.
											Voilà ce qu'est la science
en train de se faire,
											pour résoudre le mystère, 
nous avons besoin de plus de données,
											et, avec un peu de chance, 
le LHC apportera bientôt de nouveaux indices
											à cette histoire.
											Juste un nombre,
la masse du boson de Higgs,
											et déjà, de ce nombre,
nous avons tant appris.
											Je suis parti de l'hypothèse, 
qu'ils n'y a pas d'autres particules dans l'univers
											que celles que nous connaissons déjà,
											même au-delà du domaine
exploré jusqu'à présent.
											En partant de cela, 
nous avons découvert que le champ de Higgs,
											qui s'infiltre dans l'espace-temps,
se tient peut être
											sur le fil du rasoir, 
prêt pour un effondrement cosmique,
											et nous avons découvert
que cela pourrait indiquer
											que notre univers 
n'est qu'un grain de sable
											sur une plage géante,
le multivers.
									","
											Meine Geschichte hat kein Ende,
											denn wir kennen das Ende 
dieser Geschichte noch nicht.
											Dies ist lebendige Wissenschaft,
											um das Geheimnis zu ergünden, 
brauchen wir mehr Daten
											und hoffentlich steuert der LHC 
bald neue Anhaltspunkte
											zu dieser Geschichte bei.
											Nur eine Zahl, 
die Higgs-Boson-Masse,
											und doch lernen wir 
so viel aus dieser Zahl.
											Ich begann mit der Hypothese, 
dass die bekannten Teilchen
											alles im Universum darstellen würden,
											sogar die bereits erforschten Bereiche.
											So entdeckten wir, dass das Higgs-Feld,
											mit der Raumzeit verwoben ist, möglicherweise
											auf Messers Schneide steht, 
bereit zum kosmischen Kollaps,
											und wir entdeckten dies 
als möglichen Hinweis darauf,
											dass unser Universum nur ein Sandkorn
											an einem riesigen Strand, 
dem Multiversum, ist.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Mas não sei se a minha hipótese está correta.
											É assim que funciona a física: 
uma única medição
											pode-nos colocar no caminho para 
uma nova compreensão
											do universo
											ou pode-nos enviar para um beco sem saída.
											Mas o que quer que venha a ser,
											há uma coisa de que tenho a certeza:
											A viagem será cheia de surpresas.
									","
											Ama hipotezim doğru mu değil mi bilmiyorum.
											Bu fiziğin çalışma şeklidir: Tek ölçüm dahi
											bizi evrenin yeni bir anlayışına doğru
											bir yola sokabilir
											ya da bizi çıkmaz bir sokağa gönderebilir.
											Ama sonuç ne olursa olsun,
											emin olduğum bir şey var:
											Yolculuk sürprizlerle dolu olacak.
									","
											But I don't know if my hypothesis is right.
											That's how physics works: A single measurement
											can put us on the road to a new understanding
											of the universe
											or it can send us down a blind alley.
											But whichever it turns out to be,
											there is one thing I'm sure of:
											The journey will be full of surprises.
									","
											Mais je ne sais pas
si mon hypothèse est juste.
											C'est comme ça que la physique fonctionne : 
une simple mesure
											peut nous mettre sur la voie 
d'une nouvelle façon
											de concevoir l'univers,
											ou peut nous envoyer
droit dans un cul-de-sac.
											Mais, quoi qu'il advienne,
											il y a une chose dont je suis sûr :
											le voyage sera plein de surprises.
									","
											Aber ich weiß nicht, 
ob meine Hypothese stimmt.
											Das ist Physik: Eine einzige Messung
											kann uns den Weg 
zu einem neuen Verständnis
											des Universums weisen
											oder uns in eine Sackgasse führen.
											Aber was es auch sein wird,
											eines weiß ich sicher:
											Die Reise wird voller Überraschungen sein.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Obrigado.
									","
											Teşekkür ederim.
									","
											Thank you.
									","
											Merci.
									","
											Vielen Dank.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
